,video,mos_list,content,codec,fr,res,bitrate
397,USOpen_AVC_SFR_720p_2000K_648,"[62, 71, 80, 77, 19, 49, 56, 72, 59, 30, 41, 90, 39, 83, 83, 74, 79, 86, 74, 62, 73, 89, 54, 57, 79, 46, 49, 59, 81, 70, 88]",USOpen_648,AVC,SFR,720p,2000
398,TNFF_HEVC_HFR_288p_300K_114,"[11, 4, 2, 12, 1, 6, 23, 17, 3, 6, 37, 25, 25, 1, 32, 6, 16, 16, 11, 29, 7, 17, 8, 6, 10, 34, 3, 4, 23, 16, 29, 4]",TNFF_114,HEVC,HFR,288p,300
399,EPLDay_HEVC_HFR_540p_1100K_74,"[55, 37, 37, 47, 44, 32, 60, 44, 62, 47, 37, 77, 69, 64, 31, 63, 74, 50, 49, 29, 38, 38, 40, 68, 73, 49, 37, 58, 30, 26, 55]",EPLDay_74,HEVC,HFR,540p,1100
400,TNFF_HEVC_HFR_720p_2200K_114,"[60, 49, 69, 94, 34, 37, 77, 65, 48, 85, 60, 81, 99, 86, 44, 52, 70, 88, 50, 77, 88, 55, 76, 90, 82, 79, 54, 35, 73, 37, 44, 68]",TNFF_114,HEVC,HFR,720p,2200
401,USOpen_AVC_HFR_396p_900K_148,"[48, 32, 58, 35, 42, 32, 33, 36, 36, 23, 16, 44, 64, 87, 38, 33, 32, 66, 60, 59, 26, 55, 46, 74, 60, 66, 32, 31, 29, 41, 49, 50]",USOpen_148,AVC,HFR,396p,900
402,TNFF_HEVC_SFR_396p_900K_114,"[39, 25, 35, 66, 24, 34, 62, 50, 48, 65, 42, 49, 74, 66, 53, 34, 42, 50, 58, 45, 62, 43, 17, 49, 70, 61, 33, 46, 40, 37, 21, 40]",TNFF_114,HEVC,SFR,396p,900
403,TNFF_AVC_SFR_288p_200K_336,"[16, 1, 3, 5, 1, 10, 14, 2, 71, 1, 21, 14, 36, 6, 14, 22, 1, 4, 21, 2, 17, 11, 33, 21, 56, 33, 1, 50, 4, 1, 17]",TNFF_336,AVC,SFR,288p,200
404,TNFF_HEVC_HFR_540p_1900K_114,"[58, 49, 83, 78, 55, 30, 71, 64, 49, 55, 55, 72, 50, 61, 77, 69, 60, 90, 73, 81, 89, 37, 53, 82, 57, 55, 42, 48, 54, 36, 68, 50]",TNFF_114,HEVC,HFR,540p,1900
405,USOpen_AVC_SFR_396p_800K_648,"[44, 21, 33, 43, 44, 35, 49, 42, 43, 8, 37, 27, 20, 43, 55, 33, 62, 29, 51, 33, 45, 36, 46, 43, 68, 44, 29, 29, 8, 24, 61]",USOpen_648,AVC,SFR,396p,800
406,TNFF_HEVC_HFR_396p_900K_336,"[45, 42, 38, 50, 46, 39, 35, 50, 66, 46, 33, 73, 36, 65, 61, 53, 64, 61, 67, 69, 32, 59, 59, 53, 68, 59, 33, 55, 52, 48, 62]",TNFF_336,HEVC,HFR,396p,900
407,USOpen_HEVC_HFR_288p_300K_148,"[47, 5, 20, 31, 27, 12, 30, 24, 25, 1, 22, 31, 75, 60, 34, 36, 5, 30, 37, 35, 12, 39, 23, 29, 63, 55, 36, 47, 60, 46, 51, 46]",USOpen_148,HEVC,HFR,288p,300
408,TNFF_AVC_HFR_540p_1300K_114,"[39, 30, 41, 49, 17, 16, 43, 51, 50, 55, 47, 50, 92, 53, 55, 34, 37, 51, 54, 66, 36, 40, 62, 54, 49, 63, 34, 29, 44, 17, 40, 54]",TNFF_114,AVC,HFR,540p,1300
409,TNFF_AVC_HFR_540p_1900K_336,"[44, 41, 42, 48, 44, 39, 34, 48, 41, 39, 71, 74, 64, 41, 38, 61, 65, 56, 69, 71, 49, 88, 72, 68, 58, 53, 41, 87, 45, 49, 64]",TNFF_336,AVC,HFR,540p,1900
410,USOpen_AVC_SFR_540p_1200K_148,"[55, 42, 66, 63, 64, 54, 41, 72, 35, 37, 49, 75, 72, 73, 54, 77, 74, 51, 68, 54, 58, 49, 79, 64, 98, 59, 57, 68, 56, 80, 58, 66]",USOpen_148,AVC,SFR,540p,1200
411,EPLDay_HEVC_SFR_720p_2200K_74,"[57, 66, 76, 77, 69, 19, 78, 70, 81, 58, 79, 92, 24, 62, 83, 84, 95, 84, 81, 53, 70, 60, 85, 68, 81, 56, 58, 41, 53, 25, 79]",EPLDay_74,HEVC,SFR,720p,2200
412,TNFF_AVC_HFR_720p_2200K_336,"[52, 34, 65, 87, 69, 39, 72, 70, 84, 65, 50, 63, 25, 85, 84, 73, 76, 63, 79, 88, 73, 61, 71, 65, 86, 48, 51, 66, 26, 61, 72]",TNFF_336,AVC,HFR,720p,2200
413,EPLDay_HEVC_SFR_540p_1900K_74,"[52, 38, 41, 65, 47, 43, 52, 64, 68, 46, 67, 49, 51, 42, 79, 82, 77, 79, 76, 61, 56, 49, 82, 75, 85, 47, 45, 52, 58, 35, 68]",EPLDay_74,HEVC,SFR,540p,1900
414,TNFF_AVC_SFR_540p_1800K_336,"[53, 51, 47, 60, 22, 43, 62, 45, 44, 49, 41, 73, 19, 66, 58, 45, 77, 85, 73, 53, 74, 74, 75, 74, 57, 49, 25, 62, 63, 77, 63]",TNFF_336,AVC,SFR,540p,1800
415,USOpen_AVC_SFR_396p_400K_148,"[37, 12, 36, 21, 36, 37, 55, 55, 25, 59, 33, 25, 26, 62, 36, 32, 55, 49, 47, 52, 21, 36, 43, 59, 48, 74, 13, 35, 36, 10, 42, 64]",USOpen_148,AVC,SFR,396p,400
416,TNFF_HEVC_SFR_396p_900K_336,"[50, 27, 35, 51, 49, 56, 52, 48, 61, 44, 49, 68, 21, 54, 54, 38, 38, 63, 64, 62, 45, 59, 55, 52, 71, 56, 68, 57, 44, 67, 51]",TNFF_336,HEVC,SFR,396p,900
417,USOpen_HEVC_SFR_540p_1100K_148,"[48, 28, 57, 58, 43, 35, 56, 60, 55, 44, 40, 52, 74, 37, 70, 63, 42, 60, 73, 45, 76, 51, 49, 90, 65, 68, 48, 72, 58, 71, 53, 78]",USOpen_148,HEVC,SFR,540p,1100
418,USOpen_AVC_SFR_288p_200K_648,"[32, 9, 26, 2, 3, 6, 31, 5, 11, 2, 77, 3, 13, 37, 23, 2, 14, 47, 22, 2, 33, 10, 10, 26, 46, 10, 43, 58, 2, 1, 45]",USOpen_648,AVC,SFR,288p,200
419,TNFF_HEVC_SFR_540p_1900K_114,"[57, 64, 72, 64, 61, 39, 71, 53, 49, 81, 58, 56, 80, 75, 80, 73, 73, 86, 70, 84, 65, 59, 72, 78, 47, 85, 57, 49, 54, 55, 61, 60]",TNFF_114,HEVC,SFR,540p,1900
420,USOpen_HEVC_HFR_396p_900K_148,"[46, 16, 39, 61, 38, 33, 56, 36, 36, 72, 32, 43, 52, 30, 54, 74, 27, 50, 60, 61, 54, 42, 66, 68, 68, 67, 61, 45, 39, 55, 75, 62]",USOpen_148,HEVC,HFR,396p,900
421,EPLDay_HEVC_HFR_396p_900K_74,"[39, 41, 36, 40, 19, 26, 56, 47, 52, 48, 52, 74, 35, 48, 31, 50, 25, 58, 37, 48, 34, 39, 58, 53, 60, 27, 27, 55, 31, 33, 50]",EPLDay_74,HEVC,HFR,396p,900
422,USOpen_AVC_HFR_288p_300K_148,"[36, 8, 25, 26, 11, 21, 55, 36, 8, 36, 15, 26, 61, 72, 60, 35, 26, 37, 23, 18, 48, 45, 41, 73, 50, 37, 33, 17, 8, 5, 28, 30]",USOpen_148,AVC,HFR,288p,300
423,TNFF_SRC_SRC_SRC_SRC_336,"[66, 71, 97, 96, 79, 68, 30, 96, 100, 45, 88, 100, 55, 90, 93, 86, 95, 89, 93, 88, 82, 54, 92, 79, 85, 68, 77, 43, 91, 87, 92]",TNFF_336,SRC,SRC,SRC,100000
424,USOpen_HEVC_SFR_720p_2200K_148,"[64, 61, 69, 79, 35, 74, 82, 75, 71, 57, 50, 54, 94, 82, 82, 58, 62, 99, 80, 72, 100, 63, 83, 78, 90, 59, 56, 57, 52, 74, 98, 67]",USOpen_148,HEVC,SFR,720p,2200
425,TNFF_HEVC_HFR_396p_600K_336,"[40, 30, 24, 53, 36, 32, 51, 47, 56, 38, 43, 86, 20, 76, 55, 39, 28, 70, 31, 42, 32, 33, 43, 32, 73, 49, 33, 63, 37, 24, 49]",TNFF_336,HEVC,HFR,396p,600
426,USOpen_AVC_SFR_540p_1200K_648,"[53, 32, 53, 79, 31, 37, 37, 51, 76, 46, 65, 49, 35, 66, 39, 38, 75, 52, 69, 67, 49, 60, 57, 66, 58, 36, 61, 59, 63, 43, 66]",USOpen_648,AVC,SFR,540p,1200
427,TNFF_SRC_SRC_SRC_SRC_114,"[64, 57, 95, 98, 76, 88, 80, 86, 74, 61, 70, 93, 100, 100, 85, 86, 90, 100, 50, 89, 100, 85, 90, 99, 88, 83, 46, 76, 42, 73, 74, 77]",TNFF_114,SRC,SRC,SRC,100000
428,USOpen_AVC_SFR_540p_1800K_148,"[59, 32, 64, 60, 51, 63, 61, 48, 76, 64, 36, 36, 94, 31, 40, 77, 85, 65, 71, 48, 72, 62, 71, 87, 66, 84, 63, 62, 40, 53, 81, 72]",USOpen_148,AVC,SFR,540p,1800
429,USOpen_HEVC_SFR_396p_900K_648,"[39, 21, 36, 34, 14, 37, 32, 43, 54, 34, 61, 76, 26, 40, 38, 43, 50, 52, 41, 60, 40, 51, 39, 55, 64, 22, 34, 38, 13, 25, 49]",USOpen_648,HEVC,SFR,396p,900
430,TNFF_HEVC_HFR_288p_300K_336,"[10, 7, 30, 13, 15, 11, 42, 25, 1, 3, 24, 48, 47, 22, 13, 6, 25, 18, 30, 8, 21, 11, 35, 44, 61, 7, 26, 30, 8, 15, 38]",TNFF_336,HEVC,HFR,288p,300
431,USOpen_AVC_HFR_396p_600K_148,"[49, 15, 28, 59, 41, 32, 70, 61, 39, 21, 37, 60, 51, 79, 74, 36, 38, 35, 48, 55, 31, 54, 48, 46, 67, 67, 55, 26, 48, 25, 51, 45]",USOpen_148,AVC,HFR,396p,600
432,TNFF_AVC_SFR_540p_1200K_114,"[46, 37, 39, 11, 13, 15, 37, 31, 49, 61, 37, 26, 63, 41, 58, 48, 35, 73, 61, 61, 54, 31, 63, 74, 50, 42, 37, 26, 42, 31, 48, 39]",TNFF_114,AVC,SFR,540p,1200
433,USOpen_HEVC_SFR_288p_300K_648,"[26, 10, 2, 17, 3, 11, 17, 39, 9, 1, 42, 8, 17, 34, 18, 22, 34, 44, 25, 23, 45, 20, 34, 32, 61, 13, 43, 32, 3, 1, 38]",USOpen_648,HEVC,SFR,288p,300
434,EPLDay_HEVC_HFR_720p_2200K_74,"[59, 47, 81, 89, 72, 23, 62, 66, 80, 57, 75, 74, 33, 80, 90, 50, 73, 77, 73, 56, 76, 60, 87, 72, 79, 44, 48, 62, 53, 50, 84]",EPLDay_74,HEVC,HFR,720p,2200
435,TNFF_AVC_SFR_396p_400K_114,"[12, 13, 16, 3, 15, 4, 25, 25, 25, 1, 6, 22, 16, 8, 41, 11, 6, 37, 38, 21, 16, 26, 17, 22, 32, 37, 24, 11, 38, 14, 5, 17]",TNFF_114,AVC,SFR,396p,400
436,USOpen_HEVC_SFR_396p_600K_648,"[32, 20, 50, 30, 41, 35, 36, 43, 59, 18, 41, 72, 67, 35, 42, 34, 59, 35, 30, 42, 35, 36, 23, 47, 41, 37, 33, 35, 23, 7, 53]",USOpen_648,HEVC,SFR,396p,600
437,USOpen_AVC_SFR_396p_800K_148,"[44, 13, 69, 31, 32, 52, 31, 57, 51, 29, 48, 64, 27, 45, 82, 41, 40, 40, 81, 29, 47, 45, 81, 71, 62, 63, 50, 42, 47, 44, 50, 51]",USOpen_148,AVC,SFR,396p,800
438,EPLDay_AVC_HFR_540p_1900K_74,"[47, 26, 60, 56, 48, 15, 43, 55, 36, 51, 63, 95, 50, 65, 62, 42, 48, 81, 62, 57, 46, 55, 84, 90, 96, 55, 23, 64, 51, 23, 50]",EPLDay_74,AVC,HFR,540p,1900
439,USOpen_HEVC_HFR_540p_1100K_148,"[54, 35, 64, 54, 66, 45, 57, 66, 52, 80, 39, 53, 50, 57, 67, 75, 49, 79, 55, 67, 52, 53, 67, 74, 71, 65, 60, 48, 55, 45, 44, 72]",USOpen_148,HEVC,HFR,540p,1100
440,TNFF_AVC_HFR_396p_600K_114,"[20, 9, 20, 32, 8, 4, 31, 38, 14, 35, 9, 44, 49, 5, 12, 16, 13, 31, 52, 29, 59, 30, 11, 13, 27, 58, 32, 8, 35, 3, 23, 23]",TNFF_114,AVC,HFR,396p,600
441,USOpen_HEVC_HFR_540p_1100K_648,"[55, 47, 71, 75, 68, 36, 52, 46, 52, 48, 50, 85, 50, 59, 57, 49, 76, 71, 67, 44, 51, 83, 82, 62, 57, 55, 48, 41, 69, 43, 66]",USOpen_648,HEVC,HFR,540p,1100
442,TNFF_AVC_HFR_396p_600K_336,"[24, 19, 14, 24, 20, 14, 41, 61, 21, 26, 41, 75, 39, 36, 20, 23, 26, 46, 59, 79, 38, 24, 75, 63, 65, 20, 20, 40, 30, 43, 45]",TNFF_336,AVC,HFR,396p,600
443,EPLDay_AVC_SFR_396p_400K_74,"[26, 6, 19, 2, 21, 15, 31, 29, 16, 5, 26, 26, 40, 32, 16, 7, 27, 24, 44, 13, 31, 17, 67, 39, 60, 18, 4, 53, 6, 2, 41]",EPLDay_74,AVC,SFR,396p,400
444,TNFF_HEVC_SFR_396p_600K_114,"[26, 12, 24, 35, 18, 18, 42, 25, 39, 38, 26, 33, 50, 61, 37, 28, 17, 54, 32, 42, 54, 39, 24, 44, 42, 60, 27, 1, 44, 21, 24, 36]",TNFF_114,HEVC,SFR,396p,600
445,USOpen_AVC_SFR_540p_1800K_648,"[52, 31, 57, 61, 59, 40, 46, 57, 74, 17, 42, 75, 32, 80, 55, 50, 80, 50, 61, 73, 71, 51, 73, 60, 66, 41, 40, 36, 52, 46, 73]",USOpen_648,AVC,SFR,540p,1800
446,TNFF_HEVC_SFR_720p_2200K_114,"[54, 45, 75, 99, 69, 42, 62, 64, 69, 81, 67, 87, 92, 68, 70, 74, 66, 86, 73, 67, 59, 74, 83, 84, 69, 71, 61, 60, 34, 60, 49, 50]",TNFF_114,HEVC,SFR,720p,2200
447,EPLDay_AVC_HFR_540p_1300K_74,"[49, 49, 38, 38, 33, 32, 44, 65, 22, 47, 60, 84, 72, 60, 58, 72, 48, 66, 62, 59, 52, 37, 70, 69, 88, 33, 41, 43, 31, 25, 57]",EPLDay_74,AVC,HFR,540p,1300
448,TNFF_HEVC_HFR_396p_900K_114,"[39, 29, 25, 41, 32, 25, 49, 40, 49, 48, 39, 36, 60, 3, 32, 42, 49, 76, 51, 62, 50, 30, 19, 62, 49, 56, 29, 31, 55, 33, 35, 33]",TNFF_114,HEVC,HFR,396p,900
449,TNFF_HEVC_SFR_540p_1900K_336,"[57, 66, 68, 79, 34, 63, 82, 60, 78, 61, 76, 88, 25, 70, 64, 71, 73, 86, 75, 71, 72, 74, 63, 76, 94, 55, 59, 62, 72, 81, 49]",TNFF_336,HEVC,SFR,540p,1900
450,TNFF_AVC_HFR_396p_900K_114,"[38, 30, 27, 42, 9, 8, 43, 53, 39, 41, 28, 20, 69, 24, 45, 15, 25, 55, 38, 47, 43, 30, 53, 25, 43, 40, 35, 22, 36, 30, 23, 30]",TNFF_114,AVC,HFR,396p,900
451,EPLDay_SRC_SRC_SRC_SRC_74,"[58, 77, 87, 100, 86, 77, 66, 95, 93, 66, 95, 100, 27, 95, 98, 89, 96, 96, 96, 69, 95, 80, 100, 100, 100, 72, 61, 100, 70, 99, 94]",EPLDay_74,SRC,SRC,SRC,100000
452,TNFF_AVC_SFR_540p_1800K_114,"[48, 25, 69, 86, 33, 10, 72, 28, 49, 82, 64, 71, 59, 69, 62, 50, 70, 92, 77, 79, 70, 62, 51, 80, 61, 57, 46, 48, 45, 32, 58, 46]",TNFF_114,AVC,SFR,540p,1800
453,EPLDay_HEVC_SFR_540p_1100K_74,"[42, 50, 62, 52, 36, 39, 65, 50, 55, 42, 41, 95, 61, 72, 41, 62, 61, 64, 74, 57, 51, 43, 74, 72, 80, 60, 30, 55, 56, 26, 45]",EPLDay_74,HEVC,SFR,540p,1100
454,USOpen_AVC_HFR_540p_1900K_148,"[50, 30, 50, 65, 61, 43, 26, 54, 55, 41, 41, 70, 100, 34, 57, 73, 49, 72, 74, 89, 55, 48, 88, 74, 72, 44, 58, 48, 58, 66, 45, 65]",USOpen_148,AVC,HFR,540p,1900
455,EPLDay_AVC_SFR_288p_200K_74,"[20, 2, 4, 3, 1, 3, 29, 4, 40, 1, 16, 6, 15, 7, 7, 3, 1, 1, 22, 1, 4, 8, 38, 18, 56, 7, 1, 32, 3, 1, 25]",EPLDay_74,AVC,SFR,288p,200
456,USOpen_AVC_HFR_396p_900K_648,"[43, 26, 35, 38, 25, 41, 52, 39, 54, 35, 34, 61, 32, 46, 35, 36, 60, 59, 54, 25, 32, 47, 62, 68, 50, 44, 34, 56, 3, 29, 50]",USOpen_648,AVC,HFR,396p,900
457,EPLDay_AVC_HFR_396p_900K_74,"[41, 18, 34, 10, 21, 16, 48, 52, 31, 24, 29, 48, 64, 28, 20, 37, 50, 31, 46, 43, 39, 15, 57, 37, 60, 27, 43, 37, 4, 49, 55]",EPLDay_74,AVC,HFR,396p,900
458,USOpen_HEVC_HFR_720p_2200K_648,"[57, 59, 93, 99, 72, 59, 79, 54, 60, 64, 46, 97, 88, 100, 78, 91, 74, 92, 67, 69, 69, 77, 84, 82, 81, 71, 60, 52, 60, 42, 97]",USOpen_648,HEVC,HFR,720p,2200
459,TNFF_HEVC_SFR_396p_600K_336,"[48, 30, 35, 50, 50, 26, 51, 42, 31, 50, 46, 68, 50, 55, 16, 49, 74, 78, 46, 62, 44, 47, 59, 66, 69, 26, 38, 57, 27, 49, 68]",TNFF_336,HEVC,SFR,396p,600
460,USOpen_AVC_HFR_540p_1300K_648,"[54, 31, 60, 66, 59, 39, 63, 44, 66, 44, 75, 100, 66, 83, 65, 56, 74, 73, 54, 73, 67, 76, 92, 71, 64, 61, 50, 40, 59, 65, 73]",USOpen_648,AVC,HFR,540p,1300
461,TNFF_HEVC_HFR_396p_600K_114,"[21, 13, 30, 39, 8, 17, 56, 40, 25, 15, 11, 59, 38, 19, 17, 38, 29, 17, 25, 50, 39, 32, 18, 17, 36, 56, 34, 36, 41, 39, 11, 25]",TNFF_114,HEVC,HFR,396p,600
462,USOpen_HEVC_HFR_540p_1900K_648,"[54, 41, 92, 66, 55, 47, 69, 67, 72, 68, 75, 100, 89, 77, 49, 83, 80, 65, 69, 45, 64, 71, 78, 75, 70, 62, 41, 66, 40, 69, 57]",USOpen_648,HEVC,HFR,540p,1900
463,TNFF_AVC_SFR_396p_800K_336,"[51, 16, 28, 33, 16, 32, 61, 43, 17, 50, 23, 56, 22, 30, 44, 41, 40, 44, 57, 39, 42, 74, 60, 63, 70, 29, 41, 53, 19, 25, 58]",TNFF_336,AVC,SFR,396p,800
464,TNFF_HEVC_SFR_540p_1100K_114,"[49, 33, 54, 50, 45, 37, 60, 57, 43, 55, 54, 79, 72, 26, 45, 49, 49, 74, 76, 65, 72, 56, 62, 73, 77, 70, 57, 49, 49, 21, 39, 43]",TNFF_114,HEVC,SFR,540p,1100
465,TNFF_HEVC_HFR_720p_2200K_336,"[58, 49, 95, 79, 74, 53, 55, 84, 58, 72, 47, 74, 37, 76, 43, 50, 77, 79, 91, 87, 55, 77, 98, 64, 90, 26, 71, 100, 70, 80, 78]",TNFF_336,HEVC,HFR,720p,2200
466,EPLDay_AVC_SFR_396p_800K_74,"[46, 17, 18, 35, 21, 26, 51, 48, 18, 28, 36, 41, 46, 43, 35, 57, 26, 27, 65, 52, 42, 41, 42, 55, 75, 31, 17, 51, 3, 39, 49]",EPLDay_74,AVC,SFR,396p,800
467,TNFF_AVC_HFR_540p_1900K_114,"[49, 22, 47, 79, 49, 33, 54, 42, 50, 62, 46, 35, 74, 55, 70, 57, 80, 75, 45, 68, 68, 47, 41, 48, 45, 61, 49, 31, 50, 42, 60, 47]",TNFF_114,AVC,HFR,540p,1900
468,USOpen_HEVC_SFR_396p_600K_148,"[50, 28, 50, 82, 38, 36, 37, 39, 42, 55, 36, 27, 47, 94, 68, 61, 70, 70, 50, 45, 58, 51, 48, 50, 77, 35, 39, 71, 60, 29, 61, 54]",USOpen_148,HEVC,SFR,396p,600
469,TNFF_AVC_HFR_288p_300K_114,"[11, 5, 8, 2, 1, 3, 20, 30, 1, 1, 12, 8, 17, 2, 1, 2, 1, 13, 14, 24, 33, 13, 13, 4, 12, 35, 3, 8, 11, 3, 1, 2]",TNFF_114,AVC,HFR,288p,300
470,TNFF_HEVC_SFR_288p_300K_336,"[17, 12, 17, 5, 23, 13, 33, 32, 26, 16, 13, 37, 32, 40, 26, 26, 27, 42, 23, 19, 36, 10, 34, 53, 68, 35, 1, 33, 8, 25, 39]",TNFF_336,HEVC,SFR,288p,300
471,USOpen_HEVC_HFR_396p_900K_648,"[43, 37, 45, 50, 45, 28, 58, 35, 37, 50, 46, 84, 39, 50, 62, 29, 65, 44, 33, 47, 42, 30, 51, 44, 79, 46, 49, 56, 36, 32, 54]",USOpen_648,HEVC,HFR,396p,900
472,USOpen_SRC_SRC_SRC_SRC_148,"[56, 37, 90, 93, 74, 40, 61, 56, 86, 84, 60, 65, 1, 94, 85, 89, 73, 93, 84, 77, 91, 67, 68, 86, 88, 81, 68, 68, 73, 42, 74, 66, 81]",USOpen_148,SRC,SRC,SRC,100000
473,EPLDay_HEVC_HFR_288p_300K_74,"[21, 3, 20, 2, 20, 4, 29, 39, 14, 4, 26, 19, 47, 25, 10, 1, 10, 48, 30, 7, 15, 46, 2, 27, 63, 30, 1, 41, 1, 1, 33]",EPLDay_74,HEVC,HFR,288p,300
474,TNFF_AVC_HFR_396p_900K_336,"[47, 31, 31, 14, 42, 35, 55, 52, 31, 35, 26, 76, 17, 58, 55, 43, 60, 57, 47, 54, 40, 58, 76, 45, 74, 31, 41, 36, 39, 46, 55]",TNFF_336,AVC,HFR,396p,900
475,EPLDay_AVC_HFR_396p_600K_74,"[31, 6, 17, 13, 23, 16, 31, 36, 14, 27, 33, 71, 26, 27, 26, 12, 38, 27, 45, 9, 36, 21, 16, 42, 67, 26, 16, 35, 5, 13, 50]",EPLDay_74,AVC,HFR,396p,600
476,USOpen_AVC_SFR_288p_200K_148,"[24, 5, 19, 5, 19, 11, 33, 45, 11, 1, 9, 36, 49, 28, 31, 50, 7, 27, 30, 22, 41, 44, 11, 58, 38, 44, 46, 20, 27, 3, 11, 42]",USOpen_148,AVC,SFR,288p,200
477,EPLDay_AVC_SFR_540p_1800K_74,"[43, 20, 66, 52, 42, 36, 42, 48, 53, 46, 46, 90, 72, 78, 66, 61, 73, 71, 74, 59, 46, 71, 69, 58, 71, 47, 46, 53, 48, 49, 65]",EPLDay_74,AVC,SFR,540p,1800
478,TNFF_AVC_HFR_720p_2200K_114,"[53, 39, 83, 83, 52, 38, 65, 55, 47, 84, 37, 67, 69, 63, 47, 59, 67, 83, 83, 90, 72, 56, 48, 70, 57, 68, 41, 40, 60, 48, 59, 54]",TNFF_114,AVC,HFR,720p,2200
479,EPLDay_AVC_SFR_540p_1200K_74,"[51, 28, 34, 31, 38, 33, 47, 51, 27, 42, 56, 100, 26, 59, 35, 44, 49, 46, 71, 62, 40, 31, 73, 64, 69, 32, 38, 56, 12, 19, 60]",EPLDay_74,AVC,SFR,540p,1200
480,TNFF_HEVC_HFR_540p_1100K_114,"[48, 28, 46, 68, 36, 21, 57, 54, 46, 72, 38, 41, 49, 63, 44, 44, 36, 100, 60, 63, 52, 56, 57, 66, 50, 79, 45, 41, 52, 42, 41, 44]",TNFF_114,HEVC,HFR,540p,1100
481,USOpen_HEVC_HFR_288p_300K_648,"[36, 2, 9, 9, 6, 9, 18, 13, 26, 10, 33, 9, 21, 20, 25, 3, 51, 13, 40, 7, 39, 14, 3, 26, 52, 23, 26, 19, 1, 1, 41]",USOpen_648,HEVC,HFR,288p,300
482,TNFF_AVC_SFR_720p_2000K_114,"[54, 39, 71, 76, 22, 38, 62, 49, 58, 78, 62, 40, 84, 71, 34, 68, 47, 91, 63, 70, 74, 68, 55, 75, 64, 73, 57, 57, 56, 46, 41, 53]",TNFF_114,AVC,SFR,720p,2000
483,USOpen_HEVC_SFR_720p_2200K_648,"[61, 59, 84, 79, 39, 63, 51, 81, 41, 34, 89, 74, 96, 81, 41, 63, 83, 86, 79, 75, 69, 62, 49, 85, 64, 52, 70, 54, 77, 55, 84]",USOpen_648,HEVC,SFR,720p,2200
484,TNFNFL_HEVC_HFR_396p_600K_4211,"[37, 25, 5, 4, 14, 20, 27, 20, 7, 37, 28, 25, 47, 24, 5, 17, 8, 22, 32, 11, 4, 4, 37, 55, 46, 12, 23, 7, 3, 43]",TNFNFL_4211,HEVC,HFR,396p,600
485,Cricket2_AVC_SFR_288p_200K_210,"[35, 22, 37, 8, 24, 16, 43, 2, 1, 6, 37, 30, 21, 57, 33, 11, 14, 20, 28, 10, 34, 6, 28, 17, 32, 20, 1, 6, 4, 9, 26]",Cricket2_210,AVC,SFR,288p,200
486,Cricket1_HEVC_SFR_540p_1900K_210,"[45, 28, 91, 74, 49, 35, 45, 62, 83, 71, 72, 50, 40, 76, 61, 71, 80, 96, 86, 67, 55, 69, 77, 57, 79, 53, 55, 55, 57, 63, 63]",Cricket1_210,HEVC,SFR,540p,1900
487,USOpen_AVC_HFR_288p_300K_604,"[30, 28, 42, 25, 49, 40, 27, 44, 15, 34, 45, 30, 32, 56, 10, 59, 53, 35, 20, 47, 23, 26, 53, 54, 30, 29, 31, 9, 22, 42]",USOpen_604,AVC,HFR,288p,300
488,Cricket1_HEVC_SFR_540p_1100K_210,"[33, 41, 89, 72, 54, 39, 60, 48, 55, 36, 72, 63, 37, 58, 85, 73, 92, 34, 51, 59, 48, 39, 74, 57, 73, 39, 41, 50, 48, 56, 44]",Cricket1_210,HEVC,SFR,540p,1100
489,Cricket2_HEVC_SFR_720p_2200K_210,"[48, 52, 92, 96, 74, 55, 42, 82, 85, 38, 91, 96, 41, 78, 69, 87, 77, 90, 63, 74, 63, 75, 94, 79, 69, 44, 52, 72, 64, 65, 52]",Cricket2_210,HEVC,SFR,720p,2200
490,TNFNFL_AVC_HFR_288p_300K_4211,"[20, 16, 1, 10, 7, 8, 15, 1, 1, 1, 1, 5, 3, 8, 1, 1, 1, 15, 1, 15, 3, 1, 11, 54, 4, 1, 7, 7, 1, 12]",TNFNFL_4211,AVC,HFR,288p,300
491,Cricket1_HEVC_SFR_288p_300K_210,"[26, 20, 25, 31, 39, 23, 37, 10, 4, 9, 36, 21, 13, 43, 7, 23, 37, 46, 24, 13, 33, 35, 13, 32, 39, 39, 48, 41, 5, 21, 21]",Cricket1_210,HEVC,SFR,288p,300
492,TNFNFL_HEVC_SFR_720p_2200K_4211,"[35, 34, 79, 76, 36, 31, 48, 40, 47, 41, 75, 24, 70, 40, 48, 40, 78, 65, 62, 55, 35, 87, 69, 58, 52, 48, 43, 34, 27, 44]",TNFNFL_4211,HEVC,SFR,720p,2200
493,USOpen_HEVC_SFR_396p_900K_604,"[38, 37, 79, 26, 26, 36, 24, 35, 30, 59, 61, 65, 46, 65, 31, 74, 46, 35, 47, 43, 28, 71, 64, 61, 51, 15, 60, 50, 48, 54]",USOpen_604,HEVC,SFR,396p,900
494,TNFNFL_HEVC_HFR_720p_2200K_4211,"[35, 17, 79, 72, 29, 32, 54, 48, 16, 45, 82, 26, 61, 29, 41, 48, 77, 65, 43, 43, 48, 49, 42, 70, 52, 48, 53, 14, 28, 62]",TNFNFL_4211,HEVC,HFR,720p,2200
